cluster,size,polygon,corpus,d2v_embeddings,predictions
0,17,"POLYGON ((-123.14643655 49.1707784, -123.14208008 49.16152673, -123.13137081 49.16584401, -123.13151163 49.17063743, -123.13865275 49.17285014, -123.14061472 49.17266146, -123.14643655 49.1707784))","Kurangi ngadu manuk, perbanyak ibadah! Itu kuncinya! HahaRT @MrsNtyGumilar: Duh kudu kumaha meh (cont) http://t.co/03H34eaniq
@CodySimpson cant wait to c u in 2 weeks
“@patkiernan: You like a warm bedroom. Your spouse likes it cold. Meet the two-temperature bed: http://t.co/j06fwijWKm” @MBDoce
@NicoleStyles42 OMGOD PLEASES
I'm at Brighouse Stn at Bay 2 - Bus 401 http://t.co/v5W7W7Gw0w
“@OohSoSummer: I know you're tired of loving, of loving”

#YEEZUS
Flying to Toronto!✈ Can't wait to see my sister!:)
“@OohSoSummer: Who's your favorite rapper — Toss up between Eminem and Kanye http://t.co/FQShD4YhXu”

#YEEZUS
@JuicyyyA That's a good name! You got to have the mind of a businessman when getting knocked up by celebrities! Haha
@Aerial_09 And then passages and messages in the Bible teach us how we can grow closer with him? I respect that!
@tisaweesa Dope! Have you lived in America most of your life, though?
@Meemzz97 jassen posted it into our group page
At the driver's license issuer in Richmond, they asked for my Citizenship Card. I gave them my Indian Status Card #aburnsosubtlenoonenoticed
Can I live here forever? XD
I'm at @TimHortons (Richmond, BC) http://t.co/6fs5DZP2SW
Why am I sleepy again? I just slept for 11hours. XD
I'm at @TimHortons (Richmond, BC) http://t.co/06N1MNZQW5","[-1.56114161e-01 -9.14138481e-02 -1.25550881e-01 -1.23988919e-01
  7.14566782e-02 -5.48330963e-01 -3.01777214e-01 -1.27495125e-01
  5.15047252e-01 -1.97745070e-01  2.37106726e-01 -3.81616890e-01
 -1.08147739e-02 -9.50166136e-02 -9.94253233e-02 -7.22895712e-02
 -2.31531009e-01  2.07474664e-01 -8.30047131e-02  7.08081666e-03
  7.76188135e-01  1.20075822e-01  2.40178574e-02 -8.93757120e-02
  4.82172444e-02  8.16044211e-03  5.36789119e-01  1.39542773e-01
 -1.40238583e-01 -4.22872454e-01  3.88635725e-01 -1.03230067e-02
  3.56175184e-01  1.47528812e-01  2.11849928e-01 -2.01137260e-01
 -1.85597576e-02  2.21212268e-01 -3.44701409e-01  1.42686233e-01
 -1.36571139e-01 -4.35538352e-01  3.09186786e-01  2.17394829e-01
 -2.92348951e-01 -1.20194398e-01 -1.87388211e-01 -2.45787665e-01
  2.06315130e-01  1.33719847e-01  5.87081164e-02 -1.24985114e-01
  8.82882625e-02 -1.98701739e-01  1.01671115e-01  3.55767980e-02
  9.25128348e-03  1.11965947e-01 -9.66845304e-02 -5.51103115e-01
  9.68347788e-02  5.30349873e-02 -2.39746004e-01 -2.01233819e-01
  3.83383423e-01  3.81185710e-01  1.22836880e-01 -2.20429689e-01
 -2.21350327e-01  4.33960319e-01 -2.18638554e-01  2.86142558e-01
 -1.17914984e-02 -1.13605469e-01  2.76205748e-01 -2.48145685e-01
  1.40282035e-01  5.10553718e-02 -4.03917819e-01  2.24582553e-01
 -7.54530579e-02  4.34059262e-01  1.27754994e-02 -3.63470554e-01
 -1.57283247e-01  3.40364277e-01 -3.22796255e-01  1.68800160e-01
 -2.21912175e-01  2.39262432e-02 -2.88202018e-01  4.52555604e-02
 -9.42339674e-02  6.50893524e-02  1.43662676e-01  6.91685155e-02
  1.44483626e-01  1.71763510e-01 -4.50336970e-02 -1.59236863e-01
 -1.21253088e-01  1.48143589e-01  1.33376226e-01  3.10557801e-02
  1.67093009e-01 -1.23207882e-01  2.12380648e-01  2.16709878e-02
  2.77439296e-01  9.71893594e-02 -2.07359176e-02 -2.02688500e-01
  1.53604642e-01  1.80878043e-02  2.17406571e-01 -1.18826792e-01
  1.98077366e-01  8.61110389e-02  2.62077093e-01  2.03466583e-02
 -1.53702483e-01 -3.01678181e-01 -2.82035112e-01  1.49105731e-02
  1.80715859e-01 -2.77927276e-02  1.39547914e-01 -2.10925877e-01
 -3.92092057e-02  2.07753092e-01  3.44257683e-01  1.10859849e-01
  2.19935805e-01  5.43778658e-01 -2.01642901e-01 -1.33672133e-01
 -3.42779964e-01 -2.75683850e-01  1.09513789e-01 -3.09003722e-02
  1.98989436e-01 -4.05153662e-01  5.70461378e-02  2.63620645e-01
 -6.17045090e-02  2.24829257e-01  1.22280046e-01  1.64381117e-02
 -4.35436927e-02  8.03732276e-02  1.06875025e-01 -5.89632206e-02
  4.52858567e-01  1.64143160e-01  3.94863009e-01  2.83737131e-03
 -9.50623080e-02 -1.08000077e-02  1.77931756e-01  4.64272201e-02
  3.73898121e-03 -7.64402598e-02 -2.91944537e-02  3.10387373e-01
  6.87224716e-02 -1.80497378e-01  2.03680754e-01 -1.51084974e-01
 -2.70407856e-01 -2.69768417e-01 -2.65065804e-02  3.16731371e-02
  1.36338621e-01 -4.03869033e-01  1.68492839e-01 -9.12149027e-02
 -7.00943405e-03  4.85331006e-02 -1.55975401e-01  7.74971843e-02
 -2.24137336e-01 -2.42775921e-02  4.53165442e-01  7.17845038e-02
 -3.10110956e-01  1.17786214e-01  1.22359119e-01  2.25798674e-02
  3.08101578e-03 -4.04634416e-01  2.53015816e-01  3.34856778e-01
  9.09592807e-02  6.98489398e-02 -1.77584246e-01  2.29782760e-01
 -1.60273910e-01  1.07105032e-01 -9.02823135e-02  2.19455920e-02
  9.96230468e-02 -3.16036195e-02 -2.26579204e-01  3.50579053e-01
  3.16633075e-01 -1.72480121e-01 -2.84837812e-01  1.38644606e-01
 -3.72870088e-01 -7.94502273e-02 -1.71797350e-01  2.87857860e-01
  6.42057285e-02  1.32296279e-01 -3.28156352e-01  1.70179024e-01
 -2.18671039e-01  1.02671951e-01 -1.09781334e-02 -2.41723329e-01
 -4.57801402e-01  1.33120596e-01  8.22357014e-02 -1.13188505e-01
  2.20341563e-01 -2.23555844e-02  1.40621532e-02  1.08600922e-01
 -9.69312638e-02  4.07690585e-01 -8.86727199e-02 -1.50590375e-01
 -2.21086480e-02 -1.82317972e-01  2.16184882e-04 -1.42380565e-01
  5.47024071e-01 -6.58443198e-02 -1.40714720e-01 -6.71743751e-02
  9.68213081e-02 -6.28582314e-02 -3.79604727e-01  1.79434001e-01
  3.44109684e-01 -1.64516985e-01  9.86626148e-02 -1.35835499e-01
  2.99462140e-01  3.29375640e-02 -1.73047837e-02 -9.23824012e-02
 -6.49080426e-02  2.67311782e-01  1.44490868e-01 -2.90522993e-01
  1.46901459e-01  2.28673950e-01  3.49985003e-01 -1.67598754e-01
 -1.20546341e-01  8.08404535e-02 -3.62880051e-01  1.35109007e-01
  7.51080513e-02  9.35018957e-02 -3.32127698e-02  4.28969562e-02
  2.65807081e-02  1.20705210e-01  3.26612234e-01  2.15186477e-02
  1.81956112e-01  1.57058448e-01  5.91394126e-01 -1.91183686e-01
  4.17158194e-02  9.46025550e-02  2.31879383e-01  9.26974714e-02
  1.12025023e-01 -1.22904023e-02  1.00788571e-01  3.23152512e-01
  1.66915312e-01  1.61268398e-01 -1.43941730e-01 -1.42038494e-01
 -2.95755357e-01 -2.91332275e-01 -1.04624085e-01 -1.99489206e-01
  4.37526517e-02 -1.50239006e-01  5.54448515e-02  1.65281162e-01
 -1.78571656e-01 -5.23217507e-02 -1.04876094e-01  4.33341771e-01]","[('Home & Kitchen', 0.2800077497959137), ('Technology, Electronics & Accessories', 0.26030784845352173), ('Sports & Outdoors', 0.16964615881443024), ('Clothing, Shoes & Jewelry', 0.08130060881376266), ('Health & Personal Care', 0.06604021787643433), ('Books', 0.05763097107410431), ('Toys & Games', 0.04681506007909775), ('Office & School Supplies', 0.03620762750506401), ('Movies & TV', 0.0012001192662864923), ('Music', 0.0008435779600404203)]"
1,13,"POLYGON ((-123.08296675 49.26252349, -123.08716478 49.25456519, -123.08106548 49.2502805, -123.0766182 49.2484949, -123.07608057 49.2538218, -123.07652833 49.25891788, -123.08296675 49.26252349))","going to work now...
3 BF Interval Circuits of:
15% Grade Run @ 5.8mph,
Row @ sub 1:47/500m pace,
Bike @ 340+W.

Rnd 1=180sW
Rnd 2=120sW
Rnd 3=60sW.
2:1 W:R
@OmarKelly bosh never lived up here. He needs to be a focal point of offense in the post not asked to do dirty work
@LE1FNY 🇬🇧English🍴Food😳Da🚽Worst💩
@jaronfreemanfox I probably should have said hi in Kelowna but you looked busy with sound check. We met briefly at OCFF last year #goodtimes
So awesome Rick! Have a fantastic show :D RT“@buckmancoe: Backstage during @ZiggyMarley soundcheck @ Capitol Theatre http://t.co/2SdpdJ3PoE”
Wishing @jenniferweintz positive vibes as she gets ready for the BC CHAMPIONSHIPS!!! Kill it… http://t.co/XSKrWeioPu
I want to go with them but i feel so tired and sleepy 😁😞😩😴💤
Today @MUNMed Internal Medicine residents raised $1000 for Calgary flood relief. Great work
Another huge thanks to the wine agents who were part of Undercover . Truly  we couldn't do it without you
Home sweet home.
@YSihota ... For now... =)
@johpan I'm beginning to think it's a jelly bean issue. I had no issues with previous devices running ICS and lower.","[ 1.78477049e-01 -9.07777324e-02 -2.30810538e-01 -1.44611299e-01
 -1.53653234e-01 -2.84826487e-01 -1.50352165e-01 -8.17156881e-02
  2.11935658e-02 -3.67168695e-01  3.69513392e-01 -3.26707184e-01
 -2.72153020e-01 -4.42195505e-01  3.52974981e-02  1.21526770e-01
 -2.81814307e-01 -5.90861291e-02  1.60585582e-01 -2.26791546e-01
  4.64692891e-01  4.84136671e-01  1.27558693e-01 -8.43773261e-02
  7.82083049e-02  1.35218427e-02  1.69830427e-01 -9.33668762e-02
 -6.32361546e-02 -2.10097134e-02  1.23454127e-02 -1.49551362e-01
 -2.48156749e-02  7.04585463e-02  6.30633160e-02  2.78434902e-01
  2.71412134e-01  2.20383972e-01  1.68246254e-01  2.81315535e-01
 -5.02037164e-03 -4.39715236e-02  2.38644674e-01 -2.12126464e-01
  4.80624996e-02 -9.63755101e-02 -2.08227172e-01 -4.51922417e-01
  2.77050789e-02  5.94252720e-02  7.19893947e-02 -3.56079719e-04
  2.31762797e-01 -1.68934375e-01 -2.41745519e-03  8.38715732e-02
 -1.57671750e-01  9.11008194e-02 -4.82662201e-01  1.04197092e-01
 -8.94806236e-02  8.75515193e-02 -4.19209339e-02 -4.02846746e-02
  5.47703505e-01  2.05347493e-01  3.61977220e-02 -1.53914943e-01
  4.31805290e-02 -5.60905896e-02 -1.69147328e-01  6.73334524e-02
  4.93438318e-02 -9.01110917e-02  3.83423507e-01  3.08178253e-02
 -1.13125071e-01 -1.10077329e-01  1.73712857e-02  2.87547827e-01
 -1.00215219e-01  2.06517726e-01 -3.17184836e-01  1.79979771e-01
  3.41789126e-02 -1.01281859e-01 -2.75449932e-01  5.94640709e-02
 -3.87031659e-02 -1.20145440e-01 -3.51487160e-01 -2.70660430e-01
  2.28758808e-03 -1.70267120e-01  1.58547610e-02  6.05471283e-02
  1.70490682e-01 -1.56859860e-01  2.35316381e-01  1.09236233e-01
  3.48847717e-01  1.73781127e-01  7.05835372e-02  4.68697935e-01
  3.41183722e-01 -6.73589706e-01  9.90915112e-03 -3.35262343e-02
 -6.78739026e-02 -2.81080514e-01 -1.27314374e-01  4.66384701e-02
  1.12869777e-01  2.55850375e-01  9.13516711e-03 -6.02457523e-02
  1.44309774e-01  3.65269184e-02  2.65963584e-01  9.26441848e-02
 -1.27373561e-01 -1.80111434e-02 -1.98767230e-01  9.31717604e-02
 -4.79667038e-02  1.16051264e-01  3.00206602e-01 -7.09360763e-02
  2.51550198e-01  5.34109361e-02  4.70866382e-01  2.05228209e-01
 -9.04963631e-03  2.77375996e-01 -1.29435956e-01 -1.55779511e-01
  6.11411296e-02 -2.54067918e-03 -3.43056649e-01 -1.63088575e-01
  3.00194055e-01 -3.24432552e-01 -7.61321560e-02 -1.49682835e-01
  7.84411328e-04  6.70589432e-02 -8.53520483e-02 -5.99700511e-02
  2.22724244e-01  1.97356343e-01  1.59023151e-01 -2.78889798e-02
  3.91180038e-01  1.64454296e-01  2.21251756e-01  2.55967900e-02
 -1.98644340e-01 -3.64098176e-02  3.52207571e-02 -8.05685297e-02
 -1.79169565e-01  1.50995001e-01 -5.12423590e-02  4.53034133e-01
 -7.16519821e-03  8.28762278e-02  9.56367552e-02 -3.55234602e-03
 -1.48561090e-01  1.87950552e-01 -9.54689160e-02  1.41143307e-01
 -8.26753601e-02 -2.76878029e-01  3.34008932e-01  2.09456593e-01
 -3.70341539e-01 -5.25107682e-01 -3.18452924e-01 -5.01619339e-01
 -4.38647717e-01 -5.67012578e-02  5.09743579e-02 -1.58660024e-01
  5.90431131e-02  1.60667747e-02  1.62211895e-01  1.81726336e-01
  8.10729116e-02 -1.81576878e-01  1.19712248e-01 -1.31250292e-01
 -2.34349281e-01  1.50131226e-01 -6.32341355e-02  2.99564987e-01
 -4.47967686e-02  1.35003835e-01 -5.32455087e-01  2.24445000e-01
 -1.33301150e-02  1.24688245e-01  2.97883958e-01  2.01688036e-02
  1.58432811e-01 -1.97565377e-01  1.95720285e-01 -1.78227618e-01
 -3.73278171e-01  2.54329685e-02 -6.15853108e-02  5.93824573e-02
  1.52770737e-02 -2.03041792e-01 -1.21969841e-01 -7.63243660e-02
  1.89944863e-01  2.00349450e-01  1.94840387e-01 -1.39674261e-01
 -9.33945328e-02  1.05394632e-01  1.25850812e-01  6.34230673e-04
  1.12932660e-01 -1.72417983e-02 -1.11388378e-01  1.99276760e-01
 -1.60851777e-01  2.17649102e-01 -1.51265040e-01 -2.15856403e-01
 -7.86120817e-02  9.31192748e-03  2.02924982e-02 -5.27703501e-02
  1.44507512e-01  1.00192502e-01 -2.64134020e-01 -2.55284935e-01
  3.35293859e-01 -3.24796021e-01 -1.39629364e-01  4.08404678e-01
 -1.11389734e-01  5.18168211e-02  4.96983767e-01 -2.96683423e-02
  1.88288569e-01 -2.73396522e-02  1.88167840e-01  1.79697454e-01
  3.29454869e-01  3.15229684e-01  2.40433514e-02 -1.76911846e-01
  1.53070047e-01 -5.97732589e-02 -4.77373004e-02 -1.34119764e-01
  3.19418043e-01  1.16144538e-01 -1.18683457e-01  1.74007446e-01
 -3.98446888e-01  1.34453684e-01  1.14247270e-01 -1.03578895e-01
 -1.34624034e-01  4.92723659e-02  1.09903932e-01  2.54642610e-02
  2.54859507e-01  1.73350964e-02  5.22787683e-02 -1.08188964e-01
 -5.98177798e-02 -2.10296772e-02  2.07160383e-01  2.30745357e-02
  1.44239038e-01  2.31169268e-01 -2.72906929e-01  2.39994600e-01
  1.38823122e-01  1.83901221e-01 -2.77149618e-01 -1.23521075e-01
  4.69258368e-01  2.25846400e-03  1.27502114e-01 -1.33756146e-01
  1.61189333e-01 -1.30792692e-01  1.67720839e-01  1.17010430e-01
 -6.64562583e-02 -2.20437497e-01 -1.38757616e-01  2.77284980e-01]","[('Sports & Outdoors', 0.5594919919967651), ('Clothing, Shoes & Jewelry', 0.10733633488416672), ('Technology, Electronics & Accessories', 0.08675169199705124), ('Health & Personal Care', 0.07934527099132538), ('Home & Kitchen', 0.0771520733833313), ('Toys & Games', 0.0614931657910347), ('Books', 0.021559055894613266), ('Movies & TV', 0.004380722995847464), ('Music', 0.001249489956535399), ('Office & School Supplies', 0.001240239362232387)]"
